id,source,title,agency,activity_type,posted_date,deadline,award_ceiling,currency,startup_eligible,consortium_eligible,keyword_score,semantic_score,combined_score,matched_topics,high_priority,url
GRANTS-GOV-356979,Grants.gov,Cancer Prevention and Control Clinical Trials Planning Grant Program (R34 Clinical Trials Optional),HHS-NIH11,Grant,2024-11-05,2027-10-25,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356979
GRANTS-GOV-356935,Grants.gov,CCRP Initiative: NIH Countermeasures Against Chemical Threats (CounterACT) Basic Research on Chemical Threats that Affect the Nervous System (R01 Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-11-01,2026-10-16,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356935
GRANTS-GOV-356923,Grants.gov,Pilot Effectiveness Trials for Post-Acute Interventions and Services to Optimize Longer-term Outcomes (R01 Clinical Trial Required),HHS-NIH11,Grant,2024-10-31,2028-01-07,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356923
GRANTS-GOV-356907,Grants.gov,Dissemination and Implementation Research in Health (R03 Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-10-30,2028-01-07,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356907
GRANTS-GOV-356905,Grants.gov,Natural Product Multi-Site Clinical Trial Data Coordinating Center (Collaborative U24 Clinical Trial Required),HHS-NIH11,Grant,2024-10-30,2026-07-14,,USD,False,True,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356905
GRANTS-GOV-356902,Grants.gov,Biomedical Research Environment and Sponsored Programs Administration Development (BRE-SPAD) Program (UC2- Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-10-30,2027-01-27,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356902
GRANTS-GOV-356888,Grants.gov,Computational Approaches to Curation at Scale for Biomedical Research Assets (R01 Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-10-29,2027-04-15,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356888
GRANTS-GOV-356883,Grants.gov,High-End Instrumentation (HEI) Grant Program (S10 Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-10-29,2027-06-01,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356883
GRANTS-GOV-356887,Grants.gov,Limited Competition: Basic Instrumentation Grant (BIG) Program (S10 Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-10-29,2027-06-01,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356887
GRANTS-GOV-356870,Grants.gov,Limited Competition: Renewal of Existing NINDS-Supported Clinical Trial Cooperative Agreement Awards (U01 - Clinical Trials Required),HHS-NIH11,Grant,2024-10-28,2027-11-05,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356870
GRANTS-GOV-356874,Grants.gov,Development of Biomarkers or Composite Biomarkers for Neurological and Neuromuscular Disorders (R61/R33 - Clinical Trial Optional),HHS-NIH11,Grant,2024-10-28,2028-01-07,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356874
GRANTS-GOV-356879,Grants.gov,Pilot Projects Investigating Understudied Proteins Associated with Rare Diseases (R03 Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-10-28,2027-11-16,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356879
GRANTS-GOV-356815,Grants.gov,"NIDCR Drug, Biologic, Device and/or Procedure Intervention Clinical Trial Planning and Implementation Cooperative Agreement (UG3/UH3 Clinical Trial Required)",HHS-NIH11,Grant,2024-10-23,2028-01-06,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356815
GRANTS-GOV-356726,Grants.gov,Data Coordinating Center for NCCIH Multi-Site Investigator-Initiated Clinical Trials of Mind and Body Interventions (Collaborative U24 Clinical Trial Required),HHS-NIH11,Grant,2024-10-15,2026-07-14,,USD,False,True,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356726
GRANTS-GOV-356723,Grants.gov,Emerging Global Leader Award (K43 Independent Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-10-15,2026-12-03,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356723
GRANTS-GOV-356690,Grants.gov,"Interventions to expand cancer screening and preventive services to ADVANCE health in populations that experience health disparities (R01, Clinical Trial Required)",HHS-NIH11,Grant,2024-10-10,2027-01-07,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356690
GRANTS-GOV-356691,Grants.gov,Continuation or Revision of NIDCR Clinical Trial Planning and Implementation Cooperative Agreement (UH3 Clinical Trial Required),HHS-NIH11,Grant,2024-10-10,2028-01-06,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356691
GRANTS-GOV-355417,Grants.gov,Occupational Safety and Health Education and Research Centers (T42),HHS-CDC-HHSCDCERA,Grant,2024-10-07,2028-10-26,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/355417
GRANTS-GOV-356637,Grants.gov,Limited Competition: CCRP Initiative: Promoting a Basic Understanding of Chemical Threats to Skin (R34 Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-10-04,2028-01-07,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356637
GRANTS-GOV-356620,Grants.gov,Research Experiences and/or Mentoring Networks through Research Education to Enhance Clinician-Scientists' Participation in NIDCDs Research (R25 Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-10-02,2027-09-29,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356620
GRANTS-GOV-356624,Grants.gov,Analytical Validation of a Candidate Biomarker for Neurological or Neuromuscular Disorders(U01 Clinical Trial Optional),HHS-NIH11,Grant,2024-10-02,2026-06-22,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356624
GRANTS-GOV-356610,Grants.gov,Blueprint Neurotherapeutics Network (BPN): Biologic-based Drug Discovery and Development for Disorders of the Nervous System (UG3/UH3 Clinical Trial Optional),HHS-NIH11,Grant,2024-10-01,2027-08-18,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356610
GRANTS-GOV-356617,Grants.gov,NIH Support for Conferences and Scientific Meetings (Parent R13 Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-10-01,2027-09-07,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356617
GRANTS-GOV-356517,Grants.gov,NICHD Resource Program Grants in Bioinformatics (P41 Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-09-24,2027-09-25,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356517
GRANTS-GOV-356395,Grants.gov,Clinical Coordinating Center for NCCIH Multi-Site Investigator-Initiated Clinical Trials of Mind and Body Interventions (Collaborative UG3/UH3 Clinical Trial Required),HHS-NIH11,Grant,2024-09-11,2026-07-14,,USD,False,True,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356395
GRANTS-GOV-356342,Grants.gov,Mechanisms that Impact Cancer Risk after Bariatric Surgery (R21 Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-09-05,2028-01-07,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356342
GRANTS-GOV-356309,Grants.gov,Tribal Undergraduate to Graduate Research Training and Leadership Experiences (TURTLE) Program (UE5/T32),HHS-NIH11,Grant,2024-09-03,2027-01-25,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356309
GRANTS-GOV-356236,Grants.gov,Advancing Healthcare for Older Adults from Populations that Experience Health Disparities (R01 - Clinical Trial Optional),HHS-NIH11,Grant,2024-08-27,2028-01-07,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356236
GRANTS-GOV-356204,Grants.gov,Notice of Intent to Publish a Funding Opportunity Announcement for Morris K. Udall Discovery Centers without Walls (DCWoW) for Parkinson's Disease Research (RM1 - Clinical Trial Optional),HHS-NIH11,Grant,2024-08-26,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356204
GRANTS-GOV-356163,Grants.gov,Cooperative Research Agreements Related to the World Trade Center Health Program (U01),HHS-CDC-HHSCDCERA,Grant,2024-08-22,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/356163
GRANTS-GOV-355987,Grants.gov,Tribal Institutional Review Board Establishment and Enhancement (TIRBEE) (R24 - Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-08-12,2027-01-27,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/355987
GRANTS-GOV-355855,Grants.gov,Modern Equipment for Shared-use Biomedical Research Facilities: Advancing Research-Related Operations (S15 Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-08-02,2026-09-25,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/355855
GRANTS-GOV-355867,Grants.gov,High Priority HIV and Substance Use Research (R01 Clinical Trial Optional),HHS-NIH11,Grant,2024-08-02,2027-03-06,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/355867
GRANTS-GOV-355824,Grants.gov,Making America Healthy Again by Addressing Dementia Disparities,HHS-OPHS,Grant,2024-08-01,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/355824
GRANTS-GOV-355829,Grants.gov,Coordinating Center for Language Access Services,HHS-OPHS,Grant,2024-08-01,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/355829
GRANTS-GOV-355830,Grants.gov,Promoting Access with a Language Services Assistance Symbol,HHS-OPHS,Grant,2024-08-01,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/355830
GRANTS-GOV-355831,Grants.gov,Pregnancy and Postpartum Hypertension Control Initiative,HHS-OPHS,Grant,2024-08-01,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/355831
GRANTS-GOV-355825,Grants.gov,Innovative Approaches for Reducing Disparities in Kidney Health,HHS-OPHS,Grant,2024-08-01,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/355825
GRANTS-GOV-355646,Grants.gov,Health Equity Data Access Program (HEDAP),HHS-CMS,Grant,2024-07-25,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/355646
GRANTS-GOV-355492,Grants.gov,Innovative Programs to Enhance Research Training (IPERT) (R25 Independent Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-07-18,2026-10-14,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/355492
GRANTS-GOV-355439,Grants.gov,NIH Research Software Engineer (RSE) Award (R50 Clinical Trials Not Allowed),HHS-NIH11,Grant,2024-07-17,2026-12-04,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/355439
GRANTS-GOV-355395,Grants.gov,NHLBI Career Transition Award for Intramural Postdoctoral Fellows and Research Trainees (K22 Independent Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-07-15,2027-07-12,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/355395
GRANTS-GOV-355354,Grants.gov,Change of Recipient Organization (Type 7 Parent Clinical Trial Optional),HHS-NIH11,Grant,2024-07-11,2027-07-12,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/355354
GRANTS-GOV-355353,Grants.gov,Successor-in-Interest (Type 6 Parent Clinical Trial Optional),HHS-NIH11,Grant,2024-07-11,2027-07-17,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/355353
GRANTS-GOV-355317,Grants.gov,"Limited Competition: Building Partnerships and Broadening Perspectives to Advance Ethical, Legal, and Social Implications (ELSI) Research (BBAER) Program (UM1), Clinical Trial Optional",HHS-NIH11,Grant,2024-07-10,2026-08-02,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/355317
GRANTS-GOV-355297,Grants.gov,National Cancer Institute Youth Enjoy Science Research Education Program (R25 Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-07-09,2026-09-28,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/355297
GRANTS-GOV-355177,Grants.gov,NIMH Research Education Mentoring Program for HIV Researchers (R25 Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-06-27,2026-05-25,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/355177
GRANTS-GOV-354972,Grants.gov,Summer Research Education Experience Program (R25 Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-06-14,2027-05-07,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/354972
GRANTS-GOV-354176,Grants.gov,NINDS Research Education Opportunities (R25 Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-05-13,2026-07-14,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/354176
GRANTS-GOV-353793,Grants.gov,Midcareer Investigator Award in Patient-Oriented Research (Parent K24 Independent Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-04-25,2027-05-07,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/353793
GRANTS-GOV-353794,Grants.gov,Midcareer Investigator Award in Patient-Oriented Research (Parent K24 - Independent Basic Experimental Studies with Humans Required),HHS-NIH11,Grant,2024-04-25,2026-05-24,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/353794
GRANTS-GOV-353758,Grants.gov,Independent Scientist Award (Parent K02 - Independent Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-04-24,2027-05-07,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/353758
GRANTS-GOV-353762,Grants.gov,NIH Pathway to Independence Award (Parent K99/R00  Independent Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-04-24,2027-05-07,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/353762
GRANTS-GOV-353746,Grants.gov,Mentored Clinical Scientist Research Career Development Award (Parent K08  Independent Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-04-24,2027-05-08,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/353746
GRANTS-GOV-353761,Grants.gov,NIH Pathway to Independence Award (Parent K99/R00 Independent Basic Experimental Studies with Humans Required),HHS-NIH11,Grant,2024-04-24,2026-05-24,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/353761
GRANTS-GOV-353747,Grants.gov,Mentored Clinical Scientist Research Career Development Award (Parent K08 Independent Basic Experimental Studies with Humans Required),HHS-NIH11,Grant,2024-04-24,2026-05-24,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/353747
GRANTS-GOV-353710,Grants.gov,Mentored Quantitative Research Development Award (Parent K25 Independent Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-04-23,2027-05-07,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/353710
GRANTS-GOV-353623,Grants.gov,Emergency Competitive Revision to Existing NIH Awards (Emergency Supplement - Clinical Trial Optional),HHS-NIH11,Grant,2024-04-18,2027-04-18,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/353623
GRANTS-GOV-353458,Grants.gov,Mentored Patient-Oriented Research Career Development Award (Parent K23  Independent Clinical Trial Required),HHS-NIH11,Grant,2024-04-09,2027-05-08,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/353458
GRANTS-GOV-353124,Grants.gov,Developmental AIDS Research Center on Mental Health and HIV/AIDS (P30 Clinical Trial Optional),HHS-NIH11,Grant,2024-03-22,2026-05-25,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/353124
GRANTS-GOV-353059,Grants.gov,BRAIN Initiative: Data Archives for the BRAIN Initiative (R24 Clinical Trial Optional),HHS-NIH11,Grant,2024-03-19,2026-06-24,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/353059
GRANTS-GOV-352947,Grants.gov,"Utilizing Equipment to Study Environmental Extrinsic Factors and Enhance Rigor and Reproducibility of Animal Research (R24, Clinical Trials Not-Allowed)",HHS-NIH11,Grant,2024-03-13,2026-09-25,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/352947
GRANTS-GOV-352810,Grants.gov,Medical Scientist Training Program (MSTP) (T32),HHS-NIH11,Grant,2024-03-04,2027-01-25,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/352810
GRANTS-GOV-352636,Grants.gov,NIDCD Mentored Career Development Award for Postdoctorate Au.D./Ph.D. Audiologists (K01 Independent Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-02-26,2027-05-07,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/352636
GRANTS-GOV-352634,Grants.gov,NIDCD Mentored Career Development Award for Postdoctorate Au.D./Ph.D. Audiologists (K01 Independent Basic Experimental Studies with Humans Required),HHS-NIH11,Grant,2024-02-26,2026-05-24,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/352634
GRANTS-GOV-352577,Grants.gov,INCLUDE (INvestigation of Co-occurring conditions across the Lifespan to Understand Down syndromE) Predoctoral to Postdoctoral Fellow Transition Award (F99/K00 Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-02-22,2026-07-01,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/352577
GRANTS-GOV-352282,Grants.gov,NIDCD's Mentored Research Education Pathway for Otolaryngology Residents and Medical Students (R25 - Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-02-09,2026-09-29,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/352282
GRANTS-GOV-352273,Grants.gov,NIDCD Research Career Enhancement Award for Established Investigators (K18 Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-02-08,2027-05-07,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/352273
GRANTS-GOV-352272,Grants.gov,NIDCD Research Career Enhancement Award for Established Investigators (K18 Independent Basic Experimental Studies with Humans Required),HHS-NIH11,Grant,2024-02-08,2026-05-24,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/352272
GRANTS-GOV-351920,Grants.gov,Limited Competition: Specific Pathogen Free Macaque Colonies to Support HIV/AIDS Research (U42 Clinical Trial Not Allowed),HHS-NIH11,Grant,2024-01-22,2026-09-25,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/351920
GRANTS-GOV-351679,Grants.gov,NIDA Mentored Clinical Scientist Development Program Award in Substance Use and Substance Use Disorder Research (K12 Clinical Trial Optional),HHS-NIH11,Grant,2024-01-03,2026-11-13,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/351679
GRANTS-GOV-351234,Grants.gov,Alcohol Research-Related Resource Award (R24 Clinical Trial Not Allowed),HHS-NIH11,Grant,2023-11-30,2026-09-25,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/351234
GRANTS-GOV-351124,Grants.gov,Competing Revisions to Existing NIH Single Project Research Grants and Cooperative Agreements (Clinical Trial Optional),HHS-NIH11,Grant,2023-11-24,2026-11-24,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/351124
GRANTS-GOV-351078,Grants.gov,Developing PBPK Model-Based Mechanistic IVIVCs for Long Acting Injectable Suspensions and Implants (U01) Clinical Trial Optional,HHS-FDA,Grant,2023-11-21,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/351078
GRANTS-GOV-351057,Grants.gov,NHLBI Program Project Applications (P01 Clinical Trials Optional),HHS-NIH11,Grant,2023-11-20,2026-09-25,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/351057
GRANTS-GOV-351059,Grants.gov,Integrating Machine Learning with Computational Fluid Dynamics Models of Orally Inhaled Drug Products (U01) Clinical Trials Not Allowed,HHS-FDA,Grant,2023-11-20,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/351059
GRANTS-GOV-350943,Grants.gov,NCI Pathway to Independence Award for Early-Stage Postdoctoral Researchers (K99/R00 - Independent Clinical Trial Not Allowed),HHS-NIH11,Grant,2023-11-08,2026-10-14,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/350943
GRANTS-GOV-350945,Grants.gov,NCI Pathway to Independence Award for Early-Stage Postdoctoral Researchers (K99/R00 - Independent Basic Experimental Studies with Humans Required),HHS-NIH11,Grant,2023-11-08,2026-05-24,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/350945
GRANTS-GOV-350650,Grants.gov,RFA-CE-18-000,HHS-CDC-HHSCDCERA,Grant,2023-10-20,2030-09-30,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/350650
GRANTS-GOV-350649,Grants.gov,RFA-DP-18-000,HHS-CDC-HHSCDCERA,Grant,2023-10-20,2030-09-30,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/350649
GRANTS-GOV-350655,Grants.gov,RFA-OT-18-000,HHS-CDC-HHSCDCERA,Grant,2023-10-20,2030-09-30,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/350655
GRANTS-GOV-350630,Grants.gov,RFA-SH-18-000,HHS-CDC-HHSCDCERA,Grant,2023-10-19,2030-09-30,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/350630
GRANTS-GOV-350485,Grants.gov,National Institute of General Medical Sciences Predoctoral Basic Biomedical Sciences Research Training Program (T32),HHS-NIH11,Grant,2023-10-05,2026-09-25,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/350485
GRANTS-GOV-350279,Grants.gov,Cancer Research Education Grants Program - Research Experiences (R25 Clinical Trial Not Allowed),HHS-NIH11,Grant,2023-09-21,2027-01-07,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/350279
GRANTS-GOV-350280,Grants.gov,Cancer Research Education Grants Program - Curriculum or Methods Development (R25 Clinical Trial Not Allowed),HHS-NIH11,Grant,2023-09-21,2027-01-07,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/350280
GRANTS-GOV-349976,Grants.gov,Population Assessment of Tobacco and Health (PATH) Study Biospecimen Access (X01),HHS-NIH11,Grant,2023-08-24,2026-10-30,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/349976
GRANTS-GOV-349847,Grants.gov,NIH Brain Development Cohorts (NBDC) Biospecimen Access (X01 Clinical Trial Not Allowed),HHS-NIH11,Grant,2023-08-11,2026-05-05,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/349847
GRANTS-GOV-349692,Grants.gov,Alcohol and Other Substance Use Research Education Programs for Health Professionals (R25 Clinical Trial Not Allowed),HHS-NIH11,Grant,2023-08-01,2026-05-25,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/349692
GRANTS-GOV-348702,Grants.gov,NEI Institutional Mentored Physician Scientist Award (K12 Clinical Trial Optional),HHS-NIH11,Grant,2023-06-12,2026-06-09,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/348702
GRANTS-GOV-348514,Grants.gov,Native American Research Centers for Health (NARCH) (S06 Clinical Trial Optional),HHS-NIH11,Grant,2023-06-02,2026-08-07,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/348514
GRANTS-GOV-348407,Grants.gov,Limited Competition: National Primate Research Centers (P51) (Clinical Trials Not Allowed),HHS-NIH11,Grant,2023-05-26,2026-09-25,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/348407
GRANTS-GOV-348406,Grants.gov,NEI Collaborative Clinical Vision Research Project: Coordinating Center Grant (UG1 Clinical Trial Required),HHS-NIH11,Grant,2023-05-26,2026-05-25,,USD,False,True,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/348406
GRANTS-GOV-348409,Grants.gov,Center for Inherited Disease Research (CIDR) High Throughput Sequencing and Genotyping Resource Access (X01 Clinical Trial Not Allowed),HHS-NIH11,Grant,2023-05-26,2026-07-08,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/348409
GRANTS-GOV-348386,Grants.gov,NEI Collaborative Clinical Vision Research: Chair's Grant (UG1-Clinical Trial Required),HHS-NIH11,Grant,2023-05-25,2026-05-25,,USD,False,True,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/348386
GRANTS-GOV-345295,Grants.gov,Animal and Biological Material Resource Centers (P40) (Clinical Trials Not-Allowed),HHS-NIH11,Grant,2023-01-09,2026-05-09,,USD,True,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/345295
GRANTS-GOV-344891,Grants.gov,"National Cancer Institute Program Project Applications for the Years 2023, 2024, and 2025 (P01 Clinical Trial Optional)",HHS-NIH11,Grant,2022-12-14,2026-05-26,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/344891
GRANTS-GOV-338441,Grants.gov,UCEDD National Training Initiative to Support Youth with Intellectual and Developmental Disabilities involved with the Juvenile Justice System,HHS-ACL,Grant,2022-03-01,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/338441
EU-CERV-2026-GE-EQUAL-PART-REP,EU Funding Portal,Supporting equal participation and representation of women and men in economic and political decision-making.,CERV,Grant,2026-01-29,2026-04-28,,EUR,False,True,0.0,,0.0,,False,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CERV-2026-GE-EQUAL-PART-REP
EU-0667150c-9891-4da0-a5e8-d7b1ea16f4c4-EXA,EU Funding Portal,Communication on immunisation - Building and sustaining trust - Updated ECDC guide,ECDC/2026/MVP/0010,Grant,2026-03-12,,,EUR,False,True,0.0,,0.0,,False,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/0667150c-9891-4da0-a5e8-d7b1ea16f4c4-EXA
EU-HORIZON-CL6-2027-01-BIODIV-04,EU Funding Portal,Living Labs zur Tilgung und/oder Bewirtschaftung invasiver gebietsfremder Arten,HORIZON,Grant,2027-04-20,2027-09-22,,EUR,False,True,0.0,,0.0,,False,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-01-BIODIV-04
EU-HORIZON-CL6-2027-01-BIODIV-07,EU Funding Portal,"Gesundheit von Ökosystemen und wildlebenden Arten, Vorhersagen und Auswirkungen auf die menschliche Gesundheit angesichts bestehender und sich abzeichnender Stressfaktoren im Rahmen des Konzepts „Eine Gesundheit“",HORIZON,Grant,2027-04-20,2027-09-22,,EUR,False,True,0.0,,0.0,,False,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-01-BIODIV-07
EU-4fa8cda8-1801-4297-915c-5661d63efac1-EXA,EU Funding Portal,A practical guide on the prevention and management of violence and harassment at work for micro and small enterprises,OSHA/2025/LVP/0011,Grant,2025-03-13,,,EUR,False,True,0.0,,0.0,,False,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/4fa8cda8-1801-4297-915c-5661d63efac1-EXA
EU-HORIZON-HLTH-2023-DISEASE-03-07,EU Funding Portal,Relationship between infections and non-communicable diseases,HORIZON,Grant,2023-01-12,,,EUR,False,True,0.0,,0.0,,False,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-HLTH-2023-DISEASE-03-07
